
# Datos nUm. 1
#     x' 	 S(x')
  -4.92400 	0.85348
  -4.91480 	0.85018
  -4.90560 	0.84700
  -4.89640 	0.84392
  -4.88720 	0.84096
  -4.87800 	0.83812
  -4.86880 	0.83540
  -4.85960 	0.83279
  -4.85040 	0.83031
  -4.84120 	0.82796
  -4.83200 	0.82573
  -4.82280 	0.82363
  -4.81360 	0.82165
  -4.80440 	0.81981
  -4.79520 	0.81810
  -4.78600 	0.81653
  -4.77680 	0.81509
  -4.76760 	0.81379
  -4.75840 	0.81263
  -4.74920 	0.81161
  -4.74000 	0.81073
  -4.73036 	0.81000
  -4.72071 	0.80939
  -4.71107 	0.80894
  -4.70143 	0.80865
  -4.69178 	0.80852
  -4.68214 	0.80855
  -4.67250 	0.80873
  -4.66286 	0.80906
  -4.65321 	0.80955
  -4.64357 	0.81020
  -4.63393 	0.81099
  -4.62428 	0.81194
  -4.61464 	0.81303
  -4.60500 	0.81427
  -4.59535 	0.81566
  -4.58571 	0.81720
  -4.57607 	0.81888
  -4.56642 	0.82071
  -4.55678 	0.82268
  -4.54714 	0.82479
  -4.53750 	0.82704
  -4.52785 	0.82943
  -4.51821 	0.83196
  -4.50857 	0.83463
  -4.49892 	0.83744
  -4.48928 	0.84038
  -4.47964 	0.84345
  -4.46999 	0.84666
  -4.46158 	0.85000
  -4.45316 	0.85303
  -4.44474 	0.85617
  -4.43632 	0.85944
  -4.42790 	0.86285
  -4.41947 	0.86641
  -4.41105 	0.87014
  -4.40263 	0.87405
  -4.39421 	0.87816
  -4.38579 	0.88247
  -4.37737 	0.88700
  -4.36895 	0.89177
  -4.36053 	0.89679
  -4.35211 	0.90207
  -4.34369 	0.90763
  -4.33526 	0.91347
  -4.32684 	0.91961
  -4.31842 	0.92608
  -4.31000 	0.93287
  -4.30158 	0.94000
  -4.30375 	0.94000
  -4.29750 	0.94552
  -4.29125 	0.95123
  -4.28500 	0.95713
  -4.27875 	0.96320
  -4.27250 	0.96945
  -4.26625 	0.97586
  -4.26000 	0.98243
  -4.25375 	0.98916
  -4.24750 	0.99603
  -4.24125 	1.00305
  -4.23500 	1.01020
  -4.22875 	1.01749
  -4.22250 	1.02489
  -4.21625 	1.03242
  -4.21000 	1.04006
  -4.20375 	1.04780
  -4.19750 	1.05565
  -4.19125 	1.06358
  -4.18500 	1.07161
  -4.17875 	1.07972
  -4.17250 	1.08791
  -4.16625 	1.09616
  -4.16000 	1.10449
  -4.15375 	1.11286
  -4.14750 	1.12130
  -4.14125 	1.12977
  -4.13500 	1.13829
  -4.12875 	1.14685
  -4.12250 	1.15543
  -4.11625 	1.16403
  -4.11000 	1.17265
  -4.10375 	1.18128
  -4.09750 	1.18992
  -4.09125 	1.19855
  -4.08500 	1.20718
  -4.07875 	1.21579
  -4.07250 	1.22439
  -4.06625 	1.23296
  -4.06000 	1.24149
  -4.05375 	1.24999
  -4.05571 	1.25000
  -4.05143 	1.25581
  -4.04714 	1.26162
  -4.04286 	1.26747
  -4.03857 	1.27337
  -4.03429 	1.27936
  -4.03000 	1.28546
  -4.02571 	1.29169
  -4.02143 	1.29809
  -4.01714 	1.30467
  -4.01286 	1.31146
  -4.00857 	1.31850
  -4.00428 	1.32580
  -4.00000 	1.33340
  -3.99571 	1.34131
  -3.99143 	1.34956
  -3.98714 	1.35819
  -3.98286 	1.36721
  -3.97857 	1.37665
  -3.97428 	1.38654
  -3.97000 	1.39691
  -3.96571 	1.40777
  -3.96143 	1.41916
  -3.95714 	1.43111
  -3.95285 	1.44363
  -3.94857 	1.45675
  -3.94428 	1.47051
  -3.94000 	1.48492
  -3.93737 	1.50000
  -3.93474 	1.50961
  -3.93211 	1.51944
  -3.92947 	1.52946
  -3.92684 	1.53961
  -3.92421 	1.54987
  -3.92158 	1.56018
  -3.91895 	1.57050
  -3.91632 	1.58079
  -3.91368 	1.59101
  -3.91105 	1.60112
  -3.90842 	1.61107
  -3.90579 	1.62083
  -3.90316 	1.63034
  -3.90053 	1.63957
  -3.89789 	1.64848
  -3.89526 	1.65702
  -3.89263 	1.66515
  -3.89000 	1.67282


# Datos nUm. 2
#    x'		       y'		  x	       y
  -6.320	     3.050	        3.050	     6.320
  -6.310	     2.910	        2.910	     6.310
  -6.290	     2.830	        2.830	     6.290
  -6.250	     2.750	        2.750	     6.250
  -6.200	     2.630	        2.630	     6.200
  -6.010	     2.390	        2.390	     6.010
  -5.900	     2.320	        2.320	     5.900
  -5.820	     2.390	        2.390	     5.820
  -5.770	     2.430	        2.430	     5.770
  -5.750	     2.290	        2.290	     5.750
  -5.690	     1.660	        1.660	     5.690
  -5.630	     1.420	        1.420	     5.630
  -5.580	     1.320	        1.320	     5.580
  -5.480	     1.200	        1.200	     5.480
  -5.200	     0.990	        0.990	     5.200
  -4.740	     0.810	        0.810	     4.740
  -4.470	     0.850	        0.850	     4.470
  -4.310	     0.940	        0.940	     4.310
  -4.060	     1.250	        1.250	     4.060
  -3.940	     1.500	        1.500	     3.940
  -3.890	     1.680	        1.680	     3.890
