
# Datos nUm. 1
#     x' 	 S(x')
  -3.00778 	2.44130
  -2.99889 	2.44086
  -2.99000 	2.44051
  -2.98139 	2.44000
  -2.97278 	2.43915
  -2.96417 	2.43792
  -2.95556 	2.43633
  -2.94694 	2.43439
  -2.93833 	2.43211
  -2.92972 	2.42952
  -2.92111 	2.42661
  -2.91250 	2.42341
  -2.90389 	2.41993
  -2.89528 	2.41618
  -2.88667 	2.41218
  -2.87805 	2.40794
  -2.86944 	2.40347
  -2.86083 	2.39879
  -2.85222 	2.39391
  -2.84361 	2.38885
  -2.83500 	2.38362
  -2.82639 	2.37823
  -2.81778 	2.37270
  -2.80916 	2.36703
  -2.80055 	2.36126
  -2.79194 	2.35537
  -2.78333 	2.34940
  -2.77472 	2.34336
  -2.76611 	2.33726
  -2.75750 	2.33110
  -2.74889 	2.32492
  -2.74028 	2.31871
  -2.73166 	2.31250
  -2.72305 	2.30629
  -2.71444 	2.30011
  -2.70583 	2.29396
  -2.69722 	2.28786
  -2.68861 	2.28183
  -2.68000 	2.27587
  -2.67176 	2.27000
  -2.66353 	2.26448
  -2.65529 	2.25906
  -2.64706 	2.25373
  -2.63882 	2.24851
  -2.63059 	2.24338
  -2.62235 	2.23835
  -2.61412 	2.23342
  -2.60588 	2.22860
  -2.59765 	2.22388
  -2.58941 	2.21927
  -2.58118 	2.21476
  -2.57294 	2.21036
  -2.56471 	2.20607
  -2.55647 	2.20188
  -2.54824 	2.19781
  -2.54000 	2.19385
  -2.53177 	2.19000
  -2.53074 	2.19000
  -2.52148 	2.18581
  -2.51222 	2.18175
  -2.50296 	2.17781
  -2.49370 	2.17398
  -2.48444 	2.17025
  -2.47519 	2.16660
  -2.46593 	2.16303
  -2.45667 	2.15953
  -2.44741 	2.15608
  -2.43815 	2.15267
  -2.42889 	2.14929
  -2.41963 	2.14593
  -2.41037 	2.14257
  -2.40111 	2.13921
  -2.39185 	2.13584
  -2.38259 	2.13244
  -2.37333 	2.12900
  -2.36407 	2.12551
  -2.35482 	2.12196
  -2.34556 	2.11834
  -2.33630 	2.11464
  -2.32704 	2.11083
  -2.31778 	2.10693
  -2.30852 	2.10290
  -2.29926 	2.09874
  -2.29000 	2.09445
  -2.28074 	2.09000
  -2.28100 	2.09000
  -2.27200 	2.08553
  -2.26300 	2.08093
  -2.25400 	2.07623
  -2.24500 	2.07147
  -2.23600 	2.06667
  -2.22700 	2.06186
  -2.21800 	2.05707
  -2.20900 	2.05233
  -2.20000 	2.04768
  -2.19100 	2.04312
  -2.18200 	2.03871
  -2.17300 	2.03446
  -2.16400 	2.03041
  -2.15500 	2.02659
  -2.14600 	2.02302
  -2.13700 	2.01973
  -2.12800 	2.01676
  -2.11900 	2.01412
  -2.11000 	2.01186
  -2.10000 	2.01000
  -2.09000 	2.00842
  -2.08000 	2.00732
  -2.07000 	2.00663
  -2.06000 	2.00631
  -2.05000 	2.00630
  -2.04000 	2.00654
  -2.03000 	2.00698
  -2.02000 	2.00756
  -2.01000 	2.00822
  -2.00000 	2.00892
  -1.99000 	2.00959
  -1.98000 	2.01018
  -1.97000 	2.01064
  -1.96000 	2.01091
  -1.95000 	2.01092
  -1.94000 	2.01064
  -1.93000 	2.01000
  -1.93250 	2.01000
  -1.92500 	2.00901
  -1.91750 	2.00632
  -1.91000 	2.00048
  -1.90625 	1.99000
  -1.90250 	1.98266
  -1.89875 	1.97417
  -1.89500 	1.96491
  -1.89125 	1.95524
  -1.88750 	1.94554
  -1.88375 	1.93619
  -1.88000 	1.92755
  -1.87625 	1.92000
  -1.87167 	1.92000
  -1.86333 	1.90805
  -1.85500 	1.90171
  -1.84667 	1.89936
  -1.83833 	1.89937
  -1.83000 	1.90012
  -1.82167 	1.90000
  -1.82167 	1.90000
  -1.81333 	1.89775
  -1.80500 	1.89361
  -1.79667 	1.88816
  -1.78833 	1.88202
  -1.78000 	1.87576
  -1.77167 	1.87000
  -1.77077 	1.87000
  -1.76154 	1.86476
  -1.75231 	1.86072
  -1.74308 	1.85777
  -1.73385 	1.85578
  -1.72462 	1.85462
  -1.71538 	1.85416
  -1.70615 	1.85427
  -1.69692 	1.85484
  -1.68769 	1.85573
  -1.67846 	1.85682
  -1.66923 	1.85798
  -1.66000 	1.85908
  -1.65077 	1.86000
  -1.65100 	1.86000
  -1.64200 	1.86064
  -1.63300 	1.86108
  -1.62400 	1.86144
  -1.61500 	1.86181
  -1.60600 	1.86229
  -1.59700 	1.86299
  -1.58800 	1.86401
  -1.57900 	1.86545
  -1.57000 	1.86741
  -1.56100 	1.87000
  -1.56167 	1.87000
  -1.55333 	1.87304
  -1.54500 	1.87677
  -1.53667 	1.88127
  -1.52833 	1.88659
  -1.52000 	1.89281
  -1.51167 	1.90000
  -1.51500 	1.90000
  -1.51000 	1.90483
  -1.50500 	1.91019
  -1.50000 	1.91623
  -1.49500 	1.92311
  -1.49000 	1.93098
  -1.48500 	1.94000
  -1.48625 	1.94000
  -1.48250 	1.94758
  -1.47875 	1.95576
  -1.47500 	1.96441
  -1.47125 	1.97339
  -1.46750 	1.98257
  -1.46375 	1.99182
  -1.46000 	2.00101
  -1.45625 	2.01000
  -1.45286 	2.01000
  -1.44571 	2.02611
  -1.43857 	2.04016
  -1.43143 	2.05132
  -1.42429 	2.05873
  -1.41714 	2.06155
  -1.41000 	2.05892
  -1.40600 	2.05000
  -1.40200 	2.04278
  -1.39800 	2.03825
  -1.39400 	2.04133
  -1.39000 	2.05694
  -1.38600 	2.09000
  -1.38929 	2.09000
  -1.38857 	2.09808
  -1.38786 	2.10666
  -1.38714 	2.11555
  -1.38643 	2.12454
  -1.38571 	2.13341
  -1.38500 	2.14197
  -1.38400 	2.15000
  -1.38300 	2.16011
  -1.38200 	2.16897
  -1.38100 	2.17679
  -1.38000 	2.18373
  -1.37200 	2.19000
  -1.36400 	2.22347
  -1.35600 	2.23332
  -1.34800 	2.22742
  -1.34000 	2.21369
  -1.33200 	2.20000
  -1.32400 	2.19263
  -1.31600 	2.19133
  -1.30800 	2.19421
  -1.30000 	2.19939
  -1.29200 	2.20500
  -1.29111 	2.20500
  -1.28222 	2.20990
  -1.27333 	2.21322
  -1.26444 	2.21516
  -1.25556 	2.21595
  -1.24667 	2.21579
  -1.23778 	2.21490
  -1.22889 	2.21350
  -1.22000 	2.21179
  -1.21111 	2.21000
  -1.21083 	2.21000
  -1.20167 	2.20824
  -1.19250 	2.20659
  -1.18333 	2.20502
  -1.17417 	2.20350
  -1.16500 	2.20201
  -1.15583 	2.20051
  -1.14667 	2.19899
  -1.13750 	2.19741
  -1.12833 	2.19575
  -1.11917 	2.19398
  -1.11000 	2.19207
  -1.10083 	2.19000
  -1.09167 	2.18774
  -1.08250 	2.18529
  -1.07333 	2.18265
  -1.06417 	2.17981
  -1.05500 	2.17677
  -1.04583 	2.17355
  -1.03667 	2.17012
  -1.02750 	2.16650
  -1.01833 	2.16267
  -1.00917 	2.15865
  -1.00000 	2.15443
  -0.99083 	2.15000
  -0.98167 	2.14539
  -0.97250 	2.14068
  -0.96333 	2.13596
  -0.95417 	2.13134
  -0.94500 	2.12692
  -0.93583 	2.12281
  -0.92667 	2.11909
  -0.91750 	2.11587
  -0.90833 	2.11325
  -0.89917 	2.11133
  -0.89000 	2.11021
  -0.88083 	2.11000
  -0.88125 	2.11000
  -0.87250 	2.11061
  -0.86375 	2.11154
  -0.85500 	2.11218
  -0.84625 	2.11192
  -0.83750 	2.11018
  -0.82875 	2.10635
  -0.82000 	2.09982
  -0.81667 	2.09000
  -0.81333 	2.08521
  -0.81000 	2.07949
  -0.80667 	2.07248
  -0.80333 	2.06380
  -0.80000 	2.05310
  -0.79667 	2.04000
  -0.79833 	2.04000
  -0.79667 	2.03247
  -0.79500 	2.02441
  -0.79333 	2.01598
  -0.79167 	2.00733
  -0.79000 	1.99862
  -0.78833 	1.99000
  -0.78737 	1.99000
  -0.78474 	1.97687
  -0.78211 	1.96433
  -0.77947 	1.95236
  -0.77684 	1.94092
  -0.77421 	1.92998
  -0.77158 	1.91950
  -0.76895 	1.90945
  -0.76632 	1.89980
  -0.76368 	1.89051
  -0.76105 	1.88154
  -0.75842 	1.87287
  -0.75579 	1.86446
  -0.75316 	1.85627
  -0.75053 	1.84828
  -0.74789 	1.84044
  -0.74526 	1.83273
  -0.74263 	1.82511
  -0.74000 	1.81754
  -0.73636 	1.81000
  -0.73273 	1.79957
  -0.72909 	1.78913
  -0.72545 	1.77871
  -0.72182 	1.76833
  -0.71818 	1.75800
  -0.71455 	1.74775
  -0.71091 	1.73760
  -0.70727 	1.72756
  -0.70364 	1.71765
  -0.70000 	1.70790
  -0.69636 	1.69832
  -0.69273 	1.68893
  -0.68909 	1.67976
  -0.68545 	1.67081
  -0.68182 	1.66212
  -0.67818 	1.65371
  -0.67455 	1.64558
  -0.67091 	1.63776
  -0.66727 	1.63028
  -0.66364 	1.62314
  -0.66000 	1.61638
  -0.65636 	1.61000
  -0.65300 	1.61000
  -0.64600 	1.59884
  -0.63900 	1.58904
  -0.63200 	1.58043
  -0.62500 	1.57285
  -0.61800 	1.56614
  -0.61100 	1.56014
  -0.60400 	1.55468
  -0.59700 	1.54962
  -0.59000 	1.54478
  -0.58100 	1.54000
  -0.57200 	1.53378
  -0.56300 	1.52758
  -0.55400 	1.52157
  -0.54500 	1.51594
  -0.53600 	1.51086
  -0.52700 	1.50652
  -0.51800 	1.50308
  -0.50900 	1.50073
  -0.50000 	1.49964
  -0.49167 	1.50000
  -0.48333 	1.50165
  -0.47500 	1.50410
  -0.46667 	1.50675
  -0.45833 	1.50902
  -0.45000 	1.51030
  -0.44167 	1.51000
  -0.44143 	1.51000
  -0.43286 	1.50778
  -0.42429 	1.50477
  -0.41571 	1.50244
  -0.40714 	1.50231
  -0.39857 	1.50586
  -0.39000 	1.51459
  -0.38143 	1.53000
  -0.38692 	1.53000
  -0.38385 	1.53741
  -0.38077 	1.54571
  -0.37769 	1.55474
  -0.37462 	1.56434
  -0.37154 	1.57435
  -0.36846 	1.58461
  -0.36538 	1.59497
  -0.36231 	1.60525
  -0.35923 	1.61530
  -0.35615 	1.62497
  -0.35308 	1.63408
  -0.35000 	1.64247
  -0.34692 	1.65000
  -0.34667 	1.65000
  -0.34333 	1.65706
  -0.34000 	1.66320
  -0.33667 	1.66871
  -0.33333 	1.67386
  -0.33000 	1.67896
  -0.32667 	1.68429
  -0.32333 	1.69013
  -0.32000 	1.69677
  -0.31667 	1.70451
  -0.31333 	1.71363
  -0.31000 	1.72441
  -0.30667 	1.73715
  -0.30333 	1.75214
  -0.30000 	1.76966
  -0.29667 	1.79000
  -0.29882 	1.79000
  -0.29765 	1.79790
  -0.29647 	1.80615
  -0.29529 	1.81473
  -0.29412 	1.82359
  -0.29294 	1.83271
  -0.29176 	1.84204
  -0.29059 	1.85157
  -0.28941 	1.86126
  -0.28824 	1.87107
  -0.28706 	1.88096
  -0.28588 	1.89092
  -0.28471 	1.90090
  -0.28353 	1.91087
  -0.28235 	1.92080
  -0.28118 	1.93065
  -0.28000 	1.94040
  -0.27818 	1.95000
  -0.27636 	1.96448
  -0.27455 	1.97838
  -0.27273 	1.99154
  -0.27091 	2.00378
  -0.26909 	2.01494
  -0.26727 	2.02486
  -0.26545 	2.03337
  -0.26364 	2.04030
  -0.26182 	2.04550
  -0.26000 	2.04878
  -0.25818 	2.05000
  -0.25857 	2.05000
  -0.25714 	2.04950
  -0.25571 	2.04820
  -0.25429 	2.04668
  -0.25286 	2.04550
  -0.25143 	2.04525
  -0.25000 	2.04651
  -0.24857 	2.04984
  -0.24714 	2.05584
  -0.24571 	2.06508
  -0.24429 	2.07812
  -0.24286 	2.09556
  -0.24143 	2.11797
  -0.24000 	2.14592
  -0.23971 	2.18000
  -0.23941 	2.18783
  -0.23912 	2.19592
  -0.23882 	2.20427
  -0.23853 	2.21286
  -0.23824 	2.22167
  -0.23794 	2.23070
  -0.23765 	2.23992
  -0.23735 	2.24933
  -0.23706 	2.25890
  -0.23676 	2.26863
  -0.23647 	2.27849
  -0.23618 	2.28848
  -0.23588 	2.29858
  -0.23559 	2.30877
  -0.23529 	2.31904
  -0.23500 	2.32937
  -0.23471 	2.33976
  -0.23441 	2.35019
  -0.23412 	2.36063
  -0.23382 	2.37108
  -0.23353 	2.38153
  -0.23324 	2.39195
  -0.23294 	2.40234
  -0.23265 	2.41267
  -0.23235 	2.42294
  -0.23206 	2.43313
  -0.23176 	2.44322
  -0.23147 	2.45321
  -0.23118 	2.46307
  -0.23088 	2.47279
  -0.23059 	2.48236
  -0.23029 	2.49176
  -0.23000 	2.50098
  -0.22920 	2.51000
  -0.22840 	2.53349
  -0.22760 	2.55547
  -0.22680 	2.57600
  -0.22600 	2.59515
  -0.22520 	2.61297
  -0.22440 	2.62952
  -0.22360 	2.64486
  -0.22280 	2.65905
  -0.22200 	2.67214
  -0.22120 	2.68421
  -0.22040 	2.69531
  -0.21960 	2.70549
  -0.21880 	2.71481
  -0.21800 	2.72334
  -0.21720 	2.73114
  -0.21640 	2.73825
  -0.21560 	2.74475
  -0.21480 	2.75069
  -0.21400 	2.75614
  -0.21320 	2.76114
  -0.21240 	2.76576
  -0.21160 	2.77006
  -0.21080 	2.77409
  -0.21000 	2.77793
  -0.20920 	2.78161
  -0.20840 	2.78522
  -0.20760 	2.78879
  -0.20680 	2.79240
  -0.20600 	2.79610
  -0.20520 	2.79996
  -0.20440 	2.80402
  -0.20360 	2.80836
  -0.20280 	2.81302
  -0.20200 	2.81807
  -0.20120 	2.82357
  -0.20040 	2.82958
  -0.19960 	2.83615
  -0.19880 	2.84335
  -0.19800 	2.85123
  -0.19720 	2.85985
  -0.19640 	2.86928
  -0.19560 	2.87957
  -0.19480 	2.89078
  -0.19400 	2.90297
  -0.19320 	2.91619
  -0.19240 	2.93052
  -0.19160 	2.94601
  -0.19080 	2.96271
  -0.19000 	2.98069
  -0.18920 	3.00000


# Datos nUm. 2
#    x'		       y'		  x	       y
  -3.610	     2.300	        2.300	     3.610
  -3.470	     2.430	        2.430	     3.470
  -3.400	     2.500	        2.500	     3.400
  -3.340	     2.530	        2.530	     3.340
  -3.230	     2.530	        2.530	     3.230
  -3.110	     2.500	        2.500	     3.110
  -3.070	     2.460	        2.460	     3.070
  -2.990	     2.440	        2.440	     2.990
  -2.680	     2.270	        2.270	     2.680
  -2.540	     2.190	        2.190	     2.540
  -2.290	     2.090	        2.090	     2.290
  -2.110	     2.010	        2.010	     2.110
  -1.940	     2.010	        2.010	     1.940
  -1.910	     1.990	        1.990	     1.910
  -1.880	     1.920	        1.920	     1.880
  -1.830	     1.900	        1.900	     1.830
  -1.780	     1.870	        1.870	     1.780
  -1.660	     1.860	        1.860	     1.660
  -1.570	     1.870	        1.870	     1.570
  -1.520	     1.900	        1.900	     1.520
  -1.490	     1.940	        1.940	     1.490
  -1.460	     2.010	        2.010	     1.460
  -1.410	     2.050	        2.050	     1.410
  -1.390	     2.090	        2.090	     1.390
  -1.385	     2.150	        2.150	     1.385
  -1.380	     2.190	        2.190	     1.380
  -1.340	     2.200	        2.200	     1.340
  -1.300	     2.205	        2.205	     1.300
  -1.220	     2.210	        2.210	     1.220
  -1.110	     2.190	        2.190	     1.110
  -1.000	     2.150	        2.150	     1.000
  -0.890	     2.110	        2.110	     0.890
  -0.820	     2.090	        2.090	     0.820
  -0.800	     2.040	        2.040	     0.800
  -0.790	     1.990	        1.990	     0.790
  -0.740	     1.810	        1.810	     0.740
  -0.660	     1.610	        1.610	     0.660
  -0.590	     1.540	        1.540	     0.590
  -0.500	     1.500	        1.500	     0.500
  -0.450	     1.510	        1.510	     0.450
  -0.390	     1.530	        1.530	     0.390
  -0.350	     1.650	        1.650	     0.350
  -0.300	     1.790	        1.790	     0.300
  -0.280	     1.950	        1.950	     0.280
  -0.260	     2.050	        2.050	     0.260
  -0.240	     2.180	        2.180	     0.240
  -0.230	     2.510	        2.510	     0.230
  -0.190	     3.000	        3.000	     0.190
