
# Datos nUm. 1
#     x' 	 S(x')
  -6.04667 	3.94495
  -6.04000 	3.95092
  -6.03333 	3.95766
  -6.02667 	3.96492
  -6.02000 	3.97246
  -6.01333 	3.98000
  -6.01222 	3.98000
  -6.00444 	3.98855
  -5.99667 	3.99678
  -5.98889 	4.00470
  -5.98111 	4.01231
  -5.97333 	4.01962
  -5.96556 	4.02663
  -5.95778 	4.03336
  -5.95000 	4.03980
  -5.94222 	4.04597
  -5.93445 	4.05186
  -5.92667 	4.05749
  -5.91889 	4.06287
  -5.91111 	4.06799
  -5.90333 	4.07286
  -5.89556 	4.07749
  -5.88778 	4.08189
  -5.88000 	4.08605
  -5.87222 	4.09000
  -5.87091 	4.09000
  -5.86182 	4.09433
  -5.85273 	4.09831
  -5.84364 	4.10189
  -5.83455 	4.10502
  -5.82545 	4.10765
  -5.81636 	4.10973
  -5.80727 	4.11120
  -5.79818 	4.11201
  -5.78909 	4.11212
  -5.78000 	4.11146
  -5.77091 	4.11000
  -5.77077 	4.11000
  -5.76154 	4.10767
  -5.75231 	4.10464
  -5.74308 	4.10111
  -5.73385 	4.09726
  -5.72462 	4.09328
  -5.71539 	4.08938
  -5.70616 	4.08573
  -5.69692 	4.08253
  -5.68769 	4.07998
  -5.67846 	4.07825
  -5.66923 	4.07756
  -5.66000 	4.07807
  -5.65077 	4.08000
  -5.65267 	4.08000
  -5.64533 	4.08263
  -5.63800 	4.08619
  -5.63067 	4.09059
  -5.62333 	4.09577
  -5.61600 	4.10162
  -5.60867 	4.10808
  -5.60133 	4.11506
  -5.59400 	4.12249
  -5.58667 	4.13027
  -5.57933 	4.13833
  -5.57200 	4.14660
  -5.56467 	4.15497
  -5.55733 	4.16339
  -5.55000 	4.17176
  -5.54267 	4.18000
  -5.54180 	4.18000
  -5.53359 	4.18899
  -5.52539 	4.19773
  -5.51718 	4.20622
  -5.50898 	4.21446
  -5.50077 	4.22247
  -5.49257 	4.23024
  -5.48436 	4.23779
  -5.47616 	4.24511
  -5.46795 	4.25221
  -5.45975 	4.25910
  -5.45154 	4.26579
  -5.44334 	4.27227
  -5.43513 	4.27855
  -5.42693 	4.28465
  -5.41872 	4.29055
  -5.41052 	4.29628
  -5.40231 	4.30183
  -5.39411 	4.30721
  -5.38590 	4.31242
  -5.37770 	4.31748
  -5.36949 	4.32237
  -5.36129 	4.32712
  -5.35308 	4.33173
  -5.34488 	4.33619
  -5.33667 	4.34052
  -5.32847 	4.34472
  -5.32026 	4.34880
  -5.31206 	4.35276
  -5.30385 	4.35661
  -5.29565 	4.36034
  -5.28744 	4.36398
  -5.27924 	4.36752
  -5.27103 	4.37097
  -5.26283 	4.37432
  -5.25462 	4.37760
  -5.24642 	4.38080
  -5.23821 	4.38393
  -5.23001 	4.38699
  -5.22180 	4.39000
  -5.22022 	4.39000
  -5.21043 	4.39351
  -5.20065 	4.39693
  -5.19087 	4.40028
  -5.18109 	4.40356
  -5.17130 	4.40675
  -5.16152 	4.40987
  -5.15174 	4.41292
  -5.14195 	4.41589
  -5.13217 	4.41879
  -5.12239 	4.42161
  -5.11261 	4.42436
  -5.10282 	4.42704
  -5.09304 	4.42965
  -5.08326 	4.43219
  -5.07348 	4.43465
  -5.06369 	4.43705
  -5.05391 	4.43938
  -5.04413 	4.44164
  -5.03434 	4.44384
  -5.02456 	4.44596
  -5.01478 	4.44803
  -5.00500 	4.45002
  -4.99521 	4.45195
  -4.98543 	4.45382
  -4.97565 	4.45562
  -4.96586 	4.45737
  -4.95608 	4.45904
  -4.94630 	4.46066
  -4.93652 	4.46222
  -4.92673 	4.46371
  -4.91695 	4.46515
  -4.90717 	4.46653
  -4.89739 	4.46785
  -4.88760 	4.46911
  -4.87782 	4.47032
  -4.86804 	4.47146
  -4.85825 	4.47256
  -4.84847 	4.47360
  -4.83869 	4.47458
  -4.82891 	4.47551
  -4.81912 	4.47639
  -4.80934 	4.47721
  -4.79956 	4.47798
  -4.78977 	4.47871
  -4.77999 	4.47938
  -4.77021 	4.48000
  -4.76042 	4.48057
  -4.75062 	4.48110
  -4.74083 	4.48157
  -4.73104 	4.48199
  -4.72125 	4.48236
  -4.71146 	4.48268
  -4.70167 	4.48294
  -4.69187 	4.48315
  -4.68208 	4.48331
  -4.67229 	4.48341
  -4.66250 	4.48345
  -4.65271 	4.48344
  -4.64291 	4.48338
  -4.63312 	4.48325
  -4.62333 	4.48306
  -4.61354 	4.48282
  -4.60375 	4.48252
  -4.59396 	4.48216
  -4.58416 	4.48173
  -4.57437 	4.48125
  -4.56458 	4.48070
  -4.55479 	4.48009
  -4.54500 	4.47941
  -4.53520 	4.47867
  -4.52541 	4.47787
  -4.51562 	4.47700
  -4.50583 	4.47607
  -4.49604 	4.47507
  -4.48624 	4.47400
  -4.47645 	4.47286
  -4.46666 	4.47165
  -4.45687 	4.47038
  -4.44708 	4.46903
  -4.43729 	4.46762
  -4.42749 	4.46613
  -4.41770 	4.46457
  -4.40791 	4.46294
  -4.39812 	4.46123
  -4.38833 	4.45945
  -4.37853 	4.45760
  -4.36874 	4.45567
  -4.35895 	4.45366
  -4.34916 	4.45158
  -4.33937 	4.44942
  -4.32958 	4.44718
  -4.31978 	4.44487
  -4.30999 	4.44247
  -4.30083 	4.44000
  -4.29167 	4.43761
  -4.28250 	4.43514
  -4.27333 	4.43259
  -4.26417 	4.42996
  -4.25500 	4.42723
  -4.24583 	4.42440
  -4.23667 	4.42147
  -4.22750 	4.41842
  -4.21833 	4.41526
  -4.20917 	4.41198
  -4.20000 	4.40857
  -4.19083 	4.40502
  -4.18167 	4.40134
  -4.17250 	4.39751
  -4.16333 	4.39353
  -4.15417 	4.38940
  -4.14500 	4.38510
  -4.13583 	4.38064
  -4.12667 	4.37600
  -4.11750 	4.37118
  -4.10833 	4.36618
  -4.09917 	4.36098
  -4.09000 	4.35559
  -4.08250 	4.35000
  -4.07500 	4.34527
  -4.06750 	4.34041
  -4.06000 	4.33541
  -4.05250 	4.33029
  -4.04500 	4.32504
  -4.03750 	4.31967
  -4.03000 	4.31418
  -4.02250 	4.30859
  -4.01500 	4.30288
  -4.00750 	4.29706
  -4.00000 	4.29115
  -3.99250 	4.28513
  -3.98500 	4.27903
  -3.97750 	4.27283
  -3.97000 	4.26654
  -3.96250 	4.26017
  -3.95500 	4.25373
  -3.94750 	4.24720
  -3.94000 	4.24061
  -3.93250 	4.23394
  -3.92500 	4.22721
  -3.91750 	4.22042
  -3.91000 	4.21358
  -3.90250 	4.20668
  -3.89500 	4.19973
  -3.88750 	4.19273
  -3.88000 	4.18569
  -3.87250 	4.17862
  -3.86500 	4.17150
  -3.85750 	4.16436
  -3.85000 	4.15719
  -3.84469 	4.15000
  -3.83938 	4.14489
  -3.83406 	4.13975
  -3.82875 	4.13457
  -3.82344 	4.12933
  -3.81813 	4.12401
  -3.81281 	4.11860
  -3.80750 	4.11308
  -3.80219 	4.10743
  -3.79688 	4.10164
  -3.79156 	4.09568
  -3.78625 	4.08955
  -3.78094 	4.08322
  -3.77563 	4.07668
  -3.77031 	4.06992
  -3.76500 	4.06291
  -3.75969 	4.05563
  -3.75438 	4.04808
  -3.74906 	4.04024
  -3.74375 	4.03208
  -3.73844 	4.02359
  -3.73313 	4.01476
  -3.72781 	4.00557
  -3.72250 	3.99599
  -3.71719 	3.98602
  -3.71188 	3.97564
  -3.70656 	3.96483
  -3.70125 	3.95357
  -3.69594 	3.94185
  -3.69063 	3.92965
  -3.68531 	3.91695
  -3.68000 	3.90374
  -3.67469 	3.89000
  -3.67705 	3.89000
  -3.67410 	3.88213
  -3.67115 	3.87410
  -3.66820 	3.86592
  -3.66525 	3.85758
  -3.66229 	3.84909
  -3.65934 	3.84047
  -3.65639 	3.83170
  -3.65344 	3.82281
  -3.65049 	3.81379
  -3.64754 	3.80466
  -3.64459 	3.79541
  -3.64164 	3.78605
  -3.63869 	3.77659
  -3.63574 	3.76703
  -3.63279 	3.75738
  -3.62983 	3.74765
  -3.62688 	3.73783
  -3.62393 	3.72794
  -3.62098 	3.71798
  -3.61803 	3.70796
  -3.61508 	3.69788
  -3.61213 	3.68774
  -3.60918 	3.67756
  -3.60623 	3.66733
  -3.60328 	3.65707
  -3.60033 	3.64678
  -3.59737 	3.63646
  -3.59442 	3.62613
  -3.59147 	3.61578
  -3.58852 	3.60542
  -3.58557 	3.59505
  -3.58262 	3.58469
  -3.57967 	3.57434
  -3.57672 	3.56400
  -3.57377 	3.55368
  -3.57082 	3.54338
  -3.56787 	3.53311
  -3.56491 	3.52288
  -3.56196 	3.51269
  -3.55901 	3.50255
  -3.55606 	3.49245
  -3.55311 	3.48242
  -3.55016 	3.47245
  -3.54721 	3.46254
  -3.54426 	3.45271
  -3.54131 	3.44296
  -3.53836 	3.43330
  -3.53541 	3.42372
  -3.53245 	3.41424
  -3.52950 	3.40486
  -3.52655 	3.39559
  -3.52360 	3.38643
  -3.52065 	3.37739
  -3.51770 	3.36848
  -3.51475 	3.35969
  -3.51180 	3.35104
  -3.50885 	3.34253
  -3.50590 	3.33416
  -3.50295 	3.32594
  -3.49999 	3.31788
  -3.49522 	3.31000
  -3.49043 	3.29755
  -3.48565 	3.28553
  -3.48087 	3.27393
  -3.47609 	3.26273
  -3.47130 	3.25192
  -3.46652 	3.24149
  -3.46174 	3.23142
  -3.45696 	3.22171
  -3.45217 	3.21234
  -3.44739 	3.20330
  -3.44261 	3.19457
  -3.43783 	3.18615
  -3.43304 	3.17802
  -3.42826 	3.17017
  -3.42348 	3.16258
  -3.41869 	3.15525
  -3.41391 	3.14816
  -3.40913 	3.14130
  -3.40435 	3.13466
  -3.39956 	3.12822
  -3.39478 	3.12197
  -3.39000 	3.11590
  -3.38182 	3.11000
  -3.37364 	3.10027
  -3.36545 	3.09098
  -3.35727 	3.08213
  -3.34909 	3.07372
  -3.34091 	3.06573
  -3.33273 	3.05817
  -3.32455 	3.05103
  -3.31636 	3.04430
  -3.30818 	3.03797
  -3.30000 	3.03205
  -3.29182 	3.02652
  -3.28364 	3.02137
  -3.27545 	3.01661
  -3.26727 	3.01223
  -3.25909 	3.00821
  -3.25091 	3.00456
  -3.24273 	3.00127
  -3.23455 	2.99834
  -3.22636 	2.99575
  -3.21818 	2.99350
  -3.21000 	2.99158
  -3.20182 	2.99000
  -3.20091 	2.99000
  -3.19182 	2.98862
  -3.18273 	2.98760
  -3.17364 	2.98693
  -3.16455 	2.98656
  -3.15545 	2.98646
  -3.14636 	2.98662
  -3.13727 	2.98699
  -3.12818 	2.98754
  -3.11909 	2.98825
  -3.11000 	2.98908
  -3.10091 	2.99000
  -3.10077 	2.99000
  -3.09154 	2.99101
  -3.08231 	2.99208
  -3.07308 	2.99323
  -3.06385 	2.99446
  -3.05461 	2.99577
  -3.04538 	2.99717
  -3.03615 	2.99867
  -3.02692 	3.00027
  -3.01769 	3.00198
  -3.00846 	3.00380
  -2.99923 	3.00574
  -2.99000 	3.00781
  -2.98092 	3.01000
  -2.97185 	3.01229
  -2.96277 	3.01470
  -2.95369 	3.01724
  -2.94462 	3.01989
  -2.93554 	3.02267
  -2.92646 	3.02555
  -2.91739 	3.02855
  -2.90831 	3.03166
  -2.89923 	3.03487
  -2.89015 	3.03818
  -2.88108 	3.04159
  -2.87200 	3.04509
  -2.86292 	3.04868
  -2.85385 	3.05236
  -2.84477 	3.05613
  -2.83569 	3.05998
  -2.82662 	3.06390
  -2.81754 	3.06790
  -2.80846 	3.07197
  -2.79939 	3.07611
  -2.79031 	3.08032
  -2.78123 	3.08458
  -2.77216 	3.08891
  -2.76308 	3.09329
  -2.75400 	3.09772
  -2.74493 	3.10220
  -2.73585 	3.10672
  -2.72677 	3.11129
  -2.71769 	3.11589
  -2.70862 	3.12054
  -2.69954 	3.12521
  -2.69046 	3.12991
  -2.68139 	3.13464
  -2.67231 	3.13939
  -2.66323 	3.14416
  -2.65416 	3.14895
  -2.64508 	3.15375
  -2.63600 	3.15855
  -2.62693 	3.16337
  -2.61785 	3.16818
  -2.60877 	3.17300
  -2.59970 	3.17781
  -2.59062 	3.18262
  -2.58154 	3.18742
  -2.57247 	3.19220
  -2.56339 	3.19696
  -2.55431 	3.20171
  -2.54524 	3.20643
  -2.53616 	3.21113
  -2.52708 	3.21580
  -2.51800 	3.22043
  -2.50893 	3.22503
  -2.49985 	3.22958
  -2.49077 	3.23410
  -2.48170 	3.23857
  -2.47262 	3.24299
  -2.46354 	3.24735
  -2.45447 	3.25166
  -2.44539 	3.25591
  -2.43631 	3.26010
  -2.42724 	3.26423
  -2.41816 	3.26828
  -2.40908 	3.27226
  -2.40001 	3.27617
  -2.39093 	3.28000
  -2.39048 	3.28000
  -2.38095 	3.28393
  -2.37143 	3.28777
  -2.36190 	3.29152
  -2.35238 	3.29518
  -2.34286 	3.29875
  -2.33333 	3.30223
  -2.32381 	3.30562
  -2.31429 	3.30892
  -2.30476 	3.31214
  -2.29524 	3.31526
  -2.28571 	3.31830
  -2.27619 	3.32125
  -2.26667 	3.32411
  -2.25714 	3.32689
  -2.24762 	3.32958
  -2.23809 	3.33218
  -2.22857 	3.33469
  -2.21905 	3.33712
  -2.20952 	3.33946
  -2.20000 	3.34172
  -2.19047 	3.34389
  -2.18095 	3.34597
  -2.17143 	3.34797
  -2.16190 	3.34988
  -2.15238 	3.35171
  -2.14286 	3.35345
  -2.13333 	3.35511
  -2.12381 	3.35669
  -2.11428 	3.35818
  -2.10476 	3.35959
  -2.09524 	3.36091
  -2.08571 	3.36215
  -2.07619 	3.36330
  -2.06666 	3.36438
  -2.05714 	3.36537
  -2.04762 	3.36628
  -2.03809 	3.36710
  -2.02857 	3.36784
  -2.01905 	3.36851
  -2.00952 	3.36908
  -2.00000 	3.36958
  -1.99027 	3.37000
  -1.98054 	3.37034
  -1.97081 	3.37060
  -1.96108 	3.37078
  -1.95135 	3.37088
  -1.94162 	3.37090
  -1.93189 	3.37084
  -1.92216 	3.37071
  -1.91243 	3.37051
  -1.90270 	3.37023
  -1.89297 	3.36989
  -1.88324 	3.36947
  -1.87351 	3.36899
  -1.86378 	3.36845
  -1.85405 	3.36784
  -1.84432 	3.36716
  -1.83459 	3.36643
  -1.82486 	3.36564
  -1.81513 	3.36479
  -1.80541 	3.36389
  -1.79568 	3.36293
  -1.78595 	3.36192
  -1.77622 	3.36087
  -1.76649 	3.35976
  -1.75676 	3.35860
  -1.74703 	3.35740
  -1.73730 	3.35615
  -1.72757 	3.35486
  -1.71784 	3.35354
  -1.70811 	3.35217
  -1.69838 	3.35076
  -1.68865 	3.34932
  -1.67892 	3.34784
  -1.66919 	3.34633
  -1.65946 	3.34479
  -1.64973 	3.34322
  -1.64000 	3.34162
  -1.63100 	3.34000
  -1.62200 	3.33846
  -1.61300 	3.33682
  -1.60400 	3.33499
  -1.59500 	3.33289
  -1.58600 	3.33044
  -1.57700 	3.32755
  -1.56800 	3.32415
  -1.55900 	3.32014
  -1.55000 	3.31545
  -1.54353 	3.31000
  -1.53706 	3.30557
  -1.53059 	3.30071
  -1.52412 	3.29546
  -1.51765 	3.28982
  -1.51118 	3.28381
  -1.50471 	3.27746
  -1.49824 	3.27078
  -1.49176 	3.26379
  -1.48529 	3.25651
  -1.47882 	3.24896
  -1.47235 	3.24115
  -1.46588 	3.23311
  -1.45941 	3.22485
  -1.45294 	3.21639
  -1.44647 	3.20775
  -1.44000 	3.19895
  -1.43353 	3.19000
  -1.43364 	3.19000
  -1.42727 	3.18110
  -1.42091 	3.17218
  -1.41455 	3.16338
  -1.40818 	3.15478
  -1.40182 	3.14651
  -1.39545 	3.13868
  -1.38909 	3.13140
  -1.38273 	3.12478
  -1.37636 	3.11893
  -1.37000 	3.11397
  -1.36364 	3.11000
  -1.36111 	3.11000
  -1.35222 	3.10624
  -1.34333 	3.10436
  -1.33444 	3.10408
  -1.32556 	3.10510
  -1.31667 	3.10716
  -1.30778 	3.10996
  -1.29889 	3.11322
  -1.29000 	3.11666
  -1.28111 	3.12000
  -1.28071 	3.12000
  -1.27143 	3.12312
  -1.26214 	3.12583
  -1.25286 	3.12813
  -1.24357 	3.13005
  -1.23429 	3.13158
  -1.22500 	3.13274
  -1.21571 	3.13355
  -1.20643 	3.13400
  -1.19714 	3.13412
  -1.18786 	3.13390
  -1.17857 	3.13338
  -1.16929 	3.13254
  -1.16000 	3.13141
  -1.15071 	3.13000
  -1.15000 	3.13000
  -1.14000 	3.12824
  -1.13000 	3.12661
  -1.12000 	3.12553
  -1.11000 	3.12544
  -1.10000 	3.12679
  -1.09000 	3.13000
  -1.09333 	3.13000
  -1.08667 	3.13326
  -1.08000 	3.13683
  -1.07333 	3.14000
  -1.07200 	3.14000
  -1.06400 	3.14251
  -1.05600 	3.14360
  -1.04800 	3.14343
  -1.04000 	3.14217
  -1.03200 	3.14000
  -1.03000 	3.14000
  -1.02000 	3.13655
  -1.01000 	3.13402
  -1.00000 	3.13448
  -0.99000 	3.14000
  -0.99333 	3.14000
  -0.98667 	3.14661
  -0.98000 	3.15156
  -0.97333 	3.15000
  -0.97200 	3.15000
  -0.96400 	3.13608
  -0.95600 	3.11747
  -0.94800 	3.10583
  -0.94000 	3.11279
  -0.93900 	3.15000
  -0.93800 	3.15734
  -0.93700 	3.16526
  -0.93600 	3.17368
  -0.93500 	3.18251
  -0.93400 	3.19169
  -0.93300 	3.20114
  -0.93200 	3.21077
  -0.93100 	3.22051
  -0.93000 	3.23028
  -0.92900 	3.24000
  -0.92844 	3.24000
  -0.92689 	3.25489
  -0.92533 	3.26949
  -0.92378 	3.28379
  -0.92222 	3.29780
  -0.92067 	3.31153
  -0.91911 	3.32497
  -0.91756 	3.33814
  -0.91600 	3.35104
  -0.91444 	3.36367
  -0.91289 	3.37604
  -0.91133 	3.38815
  -0.90978 	3.40001
  -0.90822 	3.41162
  -0.90667 	3.42298
  -0.90511 	3.43411
  -0.90356 	3.44501
  -0.90200 	3.45567
  -0.90044 	3.46611
  -0.89889 	3.47633
  -0.89733 	3.48633
  -0.89578 	3.49613
  -0.89422 	3.50571
  -0.89267 	3.51510
  -0.89111 	3.52429
  -0.88956 	3.53328
  -0.88800 	3.54209
  -0.88644 	3.55072
  -0.88489 	3.55916
  -0.88333 	3.56744
  -0.88178 	3.57554
  -0.88022 	3.58348
  -0.87867 	3.59126
  -0.87711 	3.59889
  -0.87556 	3.60636
  -0.87400 	3.61369
  -0.87244 	3.62088
  -0.87089 	3.62794
  -0.86933 	3.63486
  -0.86778 	3.64165
  -0.86622 	3.64832
  -0.86467 	3.65487
  -0.86311 	3.66131
  -0.86156 	3.66764
  -0.86000 	3.67387
  -0.85457 	3.68000
  -0.84914 	3.70065
  -0.84371 	3.72018
  -0.83829 	3.73864
  -0.83286 	3.75605
  -0.82743 	3.77245
  -0.82200 	3.78787
  -0.81657 	3.80236
  -0.81114 	3.81594
  -0.80571 	3.82865
  -0.80029 	3.84053
  -0.79486 	3.85162
  -0.78943 	3.86193
  -0.78400 	3.87153
  -0.77857 	3.88043
  -0.77314 	3.88867
  -0.76771 	3.89629
  -0.76229 	3.90333
  -0.75686 	3.90981
  -0.75143 	3.91578
  -0.74600 	3.92127
  -0.74057 	3.92632
  -0.73514 	3.93095
  -0.72971 	3.93521
  -0.72429 	3.93913
  -0.71886 	3.94275
  -0.71343 	3.94610
  -0.70800 	3.94922
  -0.70257 	3.95214
  -0.69714 	3.95490
  -0.69171 	3.95752
  -0.68629 	3.96006
  -0.68086 	3.96254
  -0.67543 	3.96500
  -0.67000 	3.96748
  -0.66457 	3.97000
  -0.66053 	3.97000
  -0.65105 	3.97459
  -0.64158 	3.97937
  -0.63211 	3.98428
  -0.62263 	3.98927
  -0.61316 	3.99426
  -0.60368 	3.99920
  -0.59421 	4.00402
  -0.58474 	4.00866
  -0.57526 	4.01306
  -0.56579 	4.01715
  -0.55632 	4.02088
  -0.54684 	4.02418
  -0.53737 	4.02699
  -0.52789 	4.02924
  -0.51842 	4.03088
  -0.50895 	4.03183
  -0.49947 	4.03205
  -0.49000 	4.03146
  -0.48053 	4.03000
  -0.48200 	4.03000
  -0.47400 	4.02811
  -0.46600 	4.02585
  -0.45800 	4.02355
  -0.45000 	4.02150
  -0.44200 	4.02000
  -0.43400 	4.01919
  -0.42600 	4.01852
  -0.41800 	4.01725
  -0.41000 	4.01465
  -0.40200 	4.01000
  -0.40333 	4.01000
  -0.39667 	4.00423
  -0.39000 	3.99730
  -0.38333 	3.99000
  -0.38800 	3.99000
  -0.38600 	3.98761
  -0.38400 	3.98384
  -0.38200 	3.97726
  -0.38000 	3.96646
  -0.37933 	3.95000
  -0.37867 	3.94304
  -0.37800 	3.93537
  -0.37733 	3.92709
  -0.37667 	3.91827
  -0.37600 	3.90900
  -0.37533 	3.89937
  -0.37467 	3.88945
  -0.37400 	3.87933
  -0.37333 	3.86910
  -0.37267 	3.85884
  -0.37200 	3.84863
  -0.37133 	3.83856
  -0.37067 	3.82871
  -0.37000 	3.81916
  -0.36889 	3.81000
  -0.36778 	3.79574
  -0.36667 	3.78267
  -0.36556 	3.77068
  -0.36444 	3.75965
  -0.36333 	3.74945
  -0.36222 	3.73998
  -0.36111 	3.73112
  -0.36000 	3.72275
  -0.35889 	3.71474
  -0.35778 	3.70699
  -0.35667 	3.69938
  -0.35556 	3.69178
  -0.35444 	3.68408
  -0.35333 	3.67617
  -0.35222 	3.66792
  -0.35111 	3.65922
  -0.35000 	3.64995
  -0.34917 	3.64000
  -0.34833 	3.63204
  -0.34750 	3.62376
  -0.34667 	3.61529
  -0.34583 	3.60675
  -0.34500 	3.59828
  -0.34417 	3.59000
  -0.34400 	3.59000
  -0.34300 	3.58049
  -0.34200 	3.57160
  -0.34100 	3.56346
  -0.34000 	3.55621
  -0.33900 	3.55000
  -0.33667 	3.55000
  -0.33333 	3.53692
  -0.33000 	3.53192
  -0.32667 	3.53000
  -0.32500 	3.53000
  -0.32000 	3.52532
  -0.31500 	3.52000
  -0.31200 	3.52000
  -0.30400 	3.51640
  -0.29600 	3.51721
  -0.28800 	3.51883
  -0.28000 	3.51763
  -0.27200 	3.51000
  -0.27667 	3.51000
  -0.27333 	3.50422
  -0.27000 	3.49734
  -0.26667 	3.49000
  -0.26667 	3.49000
  -0.26333 	3.48279
  -0.26000 	3.47604
  -0.25667 	3.47000
  -0.25600 	3.47000
  -0.25200 	3.46381
  -0.24800 	3.45788
  -0.24400 	3.45104
  -0.24000 	3.44214
  -0.23600 	3.43000
  -0.23500 	3.43000
  -0.23000 	3.41039
  -0.22500 	3.39288
  -0.22000 	3.38643
  -0.21500 	3.40000
  -0.21846 	3.40000
  -0.21692 	3.40934
  -0.21538 	3.42017
  -0.21385 	3.43124
  -0.21231 	3.44130
  -0.21077 	3.44910
  -0.20923 	3.45339
  -0.20769 	3.45292
  -0.20615 	3.44643
  -0.20462 	3.43268
  -0.20308 	3.41041
  -0.20154 	3.37838
  -0.20000 	3.33533
  -0.19846 	3.28000
  -0.19966 	3.28000
  -0.19931 	3.26581
  -0.19897 	3.25104
  -0.19862 	3.23579
  -0.19828 	3.22016
  -0.19793 	3.20426
  -0.19759 	3.18817
  -0.19724 	3.17201
  -0.19690 	3.15588
  -0.19655 	3.13986
  -0.19621 	3.12407
  -0.19586 	3.10861
  -0.19552 	3.09357
  -0.19517 	3.07905
  -0.19483 	3.06516
  -0.19448 	3.05199
  -0.19414 	3.03965
  -0.19379 	3.02823
  -0.19345 	3.01785
  -0.19310 	3.00858
  -0.19276 	3.00055
  -0.19241 	2.99384
  -0.19207 	2.98856
  -0.19172 	2.98481
  -0.19138 	2.98268
  -0.19103 	2.98229
  -0.19069 	2.98372
  -0.19034 	2.98709
  -0.19000 	2.99248
  -0.18966 	3.00000


# Datos nUm. 2
#   x'	      y'		 x	      y
  -6.32	     3.05	        3.05	     6.32
  -6.29	     3.08	        3.08	     6.29
  -6.28	     3.11	        3.11	     6.28
  -6.24	     3.16	        3.16	     6.24
  -6.22	     3.20	        3.20	     6.22
  -6.21	     3.40	        3.40	     6.21
  -6.20	     3.48	        3.48	     6.20
  -6.19	     3.59	        3.59	     6.19
  -6.18	     3.73	        3.73	     6.18
  -6.13	     3.90	        3.90	     6.13
  -6.10	     3.92	        3.92	     6.10
  -6.06	     3.94	        3.94	     6.06
  -6.02	     3.98	        3.98	     6.02
  -5.88	     4.09	        4.09	     5.88
  -5.78	     4.11	        4.11	     5.78
  -5.66	     4.08	        4.08	     5.66
  -5.55	     4.18	        4.18	     5.55
  -5.23	     4.39	        4.39	     5.23
  -4.78	     4.48	        4.48	     4.78
  -4.31	     4.44	        4.44	     4.31
  -4.09	     4.35	        4.35	     4.09
  -3.85	     4.15	        4.15	     3.85
  -3.68	     3.89	        3.89	     3.68
  -3.50	     3.31	        3.31	     3.50
  -3.39	     3.11	        3.11	     3.39
  -3.21	     2.99	        2.99	     3.21
